pc,beta,var_frac,best_tissue,best_corr,corr_Peyer's patch,corr_adrenal gland,corr_brain,corr_cerebellum,corr_chorion,corr_coronary artery,corr_esophagus muscularis mucosa,corr_esophagus squamous epithelium,corr_eye,corr_femur,corr_forelimb muscle,corr_frontal cortex,corr_germinal center,corr_heart,corr_heart left ventricle,corr_heart right ventricle,corr_hindlimb muscle,corr_kidney,corr_large intestine,corr_left cardiac atrium,corr_left forelimb,corr_left hindlimb,corr_left kidney,corr_left lung,corr_left renal cortex interstitium,corr_left renal pelvis,corr_liver,corr_lung,corr_muscle of arm,corr_muscle of back,corr_muscle of leg,corr_muscle of trunk,corr_occipital lobe,corr_omental fat pad,corr_ovary,corr_pancreas,corr_placenta,corr_psoas muscle,corr_renal cortex interstitium,corr_renal pelvis,corr_retina,corr_right atrium auricular region,corr_right forelimb,corr_right hindlimb,corr_right kidney,corr_right lung,corr_right renal cortex interstitium,corr_right renal pelvis,corr_sigmoid colon,corr_skin of body,corr_small intestine,corr_spinal cord,corr_spleen,corr_stomach,corr_testis,corr_thymus,corr_tibial artery,corr_tibial nerve,corr_tongue,corr_transverse colon,corr_upper lobe of left lung,corr_urinary bladder,corr_vagina,corr_CD14-positive monocyte,corr_B cell,"corr_CD4-positive, alpha-beta T cell","corr_CD8-positive, alpha-beta T cell",corr_natural killer cell,"corr_common myeloid progenitor, CD34-positive",corr_trophoblast cell,corr_endothelial cell of umbilical vein,corr_dermis blood vessel endothelial cell,corr_neutrophil
PC11,0.0205430261105691,0.0250487309009281,skin of body,-0.00943360236391296,-0.0026895279879824,-0.00584014899079272,-0.00275397652432593,-0.00417280549133208,-0.00511269601847246,-0.00495386083519843,0.000192314701293372,-0.00153698599376951,-0.00725428325208955,-0.00806672366202989,-0.00589578673159499,-0.00560061975472363,-0.00491164988373527,-0.00687953613330445,-0.0068858608420285,-0.00738808774940286,-0.00517148139017838,-0.0065269935573193,-0.00722006214005713,-0.00788382140519012,-0.00217220867703322,-0.00590145347622509,-0.00491084663544577,-0.00650807327511022,-0.00736227044722124,-0.00646789324496375,-0.00437611185038954,-0.00649417442084357,-0.00682960426612574,-0.00546348281142691,-0.00606368061376123,-0.00618660541902925,-0.00664802384058695,0.00253204275259144,-0.00693291913762266,-0.00335349061072402,-0.00608656153632312,-0.00450344775192321,-0.00557504679143581,-0.0069159330036053,-0.00597136491787327,-0.00198916660173329,-0.00478469123795452,-0.00716450775860394,-0.00611764112425853,-0.00731692702217381,-0.0071117736062675,-0.00670249106686052,-0.00540459586351198,-0.00943360236391296,-0.00572596797311614,-0.0044118087753706,-0.00343105290829643,-0.00476263531266797,-0.00576961461624598,-0.00666948693122617,-0.000685049112477803,-0.00223612343581055,-0.00647448037971748,-0.00404772083412912,0.00292884880024722,-0.00617375834398155,-0.0042085965866489,-0.00310976403199467,-0.00589352817924152,-0.00601764152608053,-0.00669582761906021,-0.0054313180367622,-0.0046243691667396,-0.00794037727663484,-0.00442202681818338,-0.00380967551393944,-0.00530583661207055
PC12,-0.0673571796760603,0.0235985043558569,upper lobe of left lung,-0.00830230810063259,0.000849479744208903,0.000459148235947493,0.00150033240249401,0.000676906298375767,0.00538417713943889,-0.00076719001874744,-0.00619331644216198,-0.00334605041270705,0.00495554965775425,0.00206242500117433,0.00220935865692515,0.00340903994593366,0.00179587299567738,0.00462818756537164,0.00417878275739757,0.00554786953426883,0.00242484974647524,0.00169826558612645,0.00193439899245772,0.00449980931368561,0.00358171104151108,0.00290406200062824,0.00269159666435829,0.00692276115797682,0.00119822350257853,0.00275132001527646,0.000319463768771834,0.00808897190927517,0.00416519431915058,0.00430854645426851,0.00441243464286856,0.0032777953069792,-0.000415399853612012,-0.00057868241472739,0.00184387032268825,0.00196813366060522,0.00231029857493202,0.00625117657899534,0.0032936320399924,0.00207087994656708,0.00336576855655082,-0.00136869699459734,0.00303378016045893,0.00248627382001149,0.00379292841564662,0.0065280861527506,0.00346876252928778,0.00272110524212713,-0.00316199851380459,0.00194089315271597,0.000766314781995615,0.00148591696765002,0.00286959387047538,0.00312046194309774,-0.000948229317529991,0.00220690666979741,-0.00112477272681001,-0.000976430882925421,0.0045712507189681,0.00361219568694526,-0.00830230810063259,0.00561233339354474,-0.00535436759358842,-0.000272326374156594,0.000910342780775168,0.00183829906660972,0.000489777385047245,0.00189164196679242,0.00131971767900438,0.00159847350838235,1.90273507137596e-05,-0.000920607842508465,-7.35311215578132e-05
PC13,0.0198269432435747,0.0223151561348187,esophagus squamous epithelium,0.00835212598711352,-0.000190828647184226,-0.000264959169335206,-0.00376690434155961,-0.00346793201536084,0.00443318061365973,0.00515034057136368,0.00778354570594454,0.00835212598711352,-0.000890039933589607,-0.00168517654840423,-0.00462232050435127,0.000960039775906796,0.00147262058216339,-0.000416132129498674,-0.000291400686581114,-0.00287140935342091,-0.00144826603074693,-0.00224484045856091,-0.00232588794633597,-0.00122112726241009,0.00211440026068788,-0.00145605018571112,-0.00205253495365909,0.000721190488318218,-0.00136226957020635,-0.00174118040602645,-0.00131384496826215,0.000250391363638952,-0.00336161597206769,-0.00289888976361055,-0.00200387269727966,-0.00286366190138586,-0.00361370246900248,0.00645589599374117,-0.00152684717049809,-0.000381341303638326,0.00482515855080429,-9.55638803743605e-06,-0.00285110397968382,-0.00176754485622218,-0.00159040631123191,0.00588229378206208,-0.000561544701419446,-0.00159594741911905,-0.0029001394869283,-0.00029639022529101,-0.000978890409730451,-0.00091263732953433,0.00412413009775074,-0.00360172103141336,-0.002131359246103,-0.00391636323143259,-0.0031203174418926,0.00040452989090359,0.00195098071991769,-0.00342687408940841,0.00312488274149796,0.00770317136502586,0.00100667684481526,0.00270634388965336,0.00140339725380976,-0.000771286149388444,0.00521044222357126,0.0015803480259652,-0.00400950781225227,-0.00279471733658792,-0.00314785040906486,-0.00334146720522364,-0.00259277258019865,0.00146504089014107,0.00187273512671281,-0.00149906944758201,-0.00201266030883765
PC14,0.0128081301611874,0.0221566163873242,placenta,0.0048951326356048,-0.000492599475464438,1.18025821758492e-05,0.00365791006847506,0.000960049563271514,-0.00255651010989351,-0.000824314485516374,-0.00248451690484287,-0.00206364253971888,0.000760052393818017,-0.00212081916038223,0.00329197721540719,-0.00140932959660493,-0.000375803140289201,-0.000234786179832991,0.00125196719118166,0.00390200459913093,0.000243215666899223,0.00173016035296114,0.000515174939376052,0.000458645846151126,-0.00133301598180402,-0.00308531011765896,0.0028119153600249,0.00117627180762664,0.00223848206982787,0.00282133517268511,-0.0012227233323323,-0.000762944790964799,0.00134737830233142,0.00115450946512954,0.00097401742106681,8.23551087230335e-05,0.00283398762864355,0.00123156803000276,0.000750349075017028,0.00329563130381609,0.0048951326356048,-0.00358644095574333,0.00246112101322531,0.00291905914708706,0.00191273536869768,-0.00130349004224785,-0.0014988809157083,-0.00237832174918987,0.0016690190139885,-0.000606713224761281,0.00397933329232971,0.00263985810233232,-0.00120182802348102,0.00403388776754873,-0.000197382865418,-0.000161444909604489,0.00322864877135378,-0.000718729536428047,0.00184936857828134,0.00150248790023293,0.00127771827706965,-0.00246589869240345,-0.0010501381813429,-1.57269274038041e-05,-0.000885817679133277,-0.000132773720632496,-0.00299960855614214,-0.00090606378277064,-0.000327311032937307,0.000943418524260697,0.000112023749725688,0.00160907759591539,0.000781683207016669,0.00263625438258532,-0.000171011072855482,-0.00181576095615483,-0.00106745418554749
PC15,-0.104282692206462,0.0221498675018225,spleen,0.00775384953039168,0.00233750543581554,0.00477261175232555,0.00326220248111182,0.00445809638064227,0.00622565335720431,0.00223214275715091,0.00363689259332099,0.00346904752096146,0.00381252024982142,0.00286856706518224,0.00346185946508878,0.00419044028624784,0.00339035121523446,0.00481017692199776,0.003185318659642,0.0039722009460755,0.00210534984712419,0.00362314818189442,0.00314867798041256,0.00684375624393794,0.000793491200756481,0.00349481542935359,0.00444341758134765,0.00152191598392223,0.00274449549451716,0.00446737568597493,0.0050106760979421,-0.000439205023100121,0.00407258727941337,0.00249982609476901,0.00204721707346536,0.00393989706507415,0.00461901678980413,0.000102586199355221,0.00486885283453423,0.00424665471141187,0.00525889305304188,0.00438564100797179,0.00490957087132712,0.00411235555247141,0.00457289738437217,0.00289943270729168,0.00161785072422113,0.00316572088375206,0.00350036866148203,0.00114487121467238,0.00367563651888904,0.00531622859108988,0.00125850434767794,0.00267518557706771,0.00181186260427648,0.00458742104129947,0.00775384953039168,0.00511433329101724,0.00446997925332713,0.00534099995144169,0.000610247947391588,-0.000180699669478758,0.00250391439936356,0.00245329152364536,0.00684448609399826,0.00410332387886694,0.00147180487653593,0.00415787890676648,0.0018500697913881,0.00341211069278549,0.00452335893423168,0.00347328704303036,0.00274183083424136,0.0013268654875639,0.00201144676807911,-4.44370386644121e-05,0.00243752291637763
PC16,-0.065416062861588,0.0200919266080327,trophoblast cell,-0.0120007108800668,-0.00215758102705967,-0.00500629321839399,-0.00961899107724668,-0.00137696473120734,0.00270398609622921,-0.00388519122944913,-0.00375900901689812,-0.000655457571306424,-0.00729922054905972,-0.006140062381126,-0.00836188013310035,-0.00107819395377775,-0.00221216750045141,-0.00482203359703676,-0.00645555797127225,-0.00792328990916688,-0.00613093566874972,-0.0065998828840663,-0.00753938153290612,-0.00848702632174324,-0.00488844414608024,-0.00495060440944169,-0.00685237994371058,-0.00554996122767275,-0.00591377466103145,-0.00755074972207459,-0.00177605062667897,-0.00558084380830319,-0.00755676173619526,-0.00593917698219313,-0.006743901679077,-0.00730005648918858,-0.00601704819792608,-0.00093958774481029,-0.00511786395471532,-0.00361601273795661,-0.0092304996556578,-0.00378312343225315,-0.00611638387327476,-0.00736845327515497,-0.00587870029646212,0.00124725729266331,-0.00449790781011552,-0.005903483176804,-0.00545038145534373,-0.00699458350334998,-0.00694390350134063,-0.00654666349555454,-0.00538906408184182,-0.00961542461806183,-0.00566584675414454,-0.00815274868235455,-0.0055193509064746,-0.00532908912651817,-0.00475937885048752,-0.00603560357457572,-0.0067337101089523,-0.00154631808603887,-0.00922021869407348,-0.00245609985698464,-0.00298339990812506,-0.00672113898887184,-0.00155596379769098,-0.00869612273510048,-0.00247492932930516,-0.00540246916196051,-0.00416207374774052,-0.00591746032641521,-0.00503522037508217,-0.0120007108800668,-0.00905330689576346,-0.0119427657639052,-0.00573488544027228
PC17,-0.00814509645356067,0.0180838925403095,left cardiac atrium,-0.00729696669588229,-0.00366243770427635,-0.00178999926644599,-0.00146048428070622,0.000832078635159549,-0.0048776518590515,0.00027938100674935,-0.00148393242920902,0.000595957649844412,-0.00160015292912685,-0.00338278030862854,-0.00328100377550188,-0.0034474298193283,-0.002052243545891,-0.00575996450906308,-0.00536871675795812,-0.0049797246268047,-0.00396504581418325,-0.0043077820753004,-0.00153773833212823,-0.00729696669588229,-0.00154016476725881,-0.00487099613265337,-0.00289874359666747,-0.00483603366018592,-0.00321498168742422,-0.00384790132062384,-0.00516358541456665,-0.00517157665261544,-0.0048923438675948,-0.00521192119264287,-0.00503924550303667,-0.00373549406883246,-0.00126267307665705,-0.00117038050811528,-0.00447889174053319,-0.00463754483346914,0.00439560216598264,-0.00465375804597046,-0.00318751467984784,-0.00455765196241208,-0.000517886801621197,0.00251947120482015,-0.00357736052040274,-0.00424674198407076,-0.00347837472382028,-0.00565951745940381,-0.00365144555260457,-0.00339883504167842,0.000948152128107977,-0.00410432777371262,-0.0027388246872119,-0.00205970948564416,-0.00143985466047175,-0.00142659941478882,-0.000836852463261033,0.000313156105039515,0.00387149313321244,0.00513099173842602,-0.00250127875962238,-0.00440442050608821,0.00403583143235126,-0.00180740828233651,-0.000510643988764946,-0.00311276642443939,0.000249470352841268,0.000117593327521691,0.00108003147138218,0.00155228771631264,6.97208549818904e-05,0.00207434217493092,-0.000437937307054646,0.000750321229045847,-0.0015296891644997
PC18,0.0499291560014881,0.0174902146626102,spleen,-0.0114231238112583,-0.00498800990897842,-0.00609312578598927,-0.00966413522202457,-0.00765990113500958,0.00176890634206216,-0.00618229087644618,-0.00266120992970103,0.000378098874475344,-0.00594421732819208,-0.00914674112260438,-0.00789640461723822,-0.00318322621839851,-0.00447786778469323,-0.00561203750749822,-0.00502574743621631,-0.00509400145234791,-0.00750300895350122,-0.00758449429418573,-0.00765843056920171,-0.00682800321656924,-0.00586002097014012,-0.00930634592061643,-0.00736023889864174,-0.00798157970042587,-0.00672768005949125,-0.00790823990676979,-0.00673133453908436,-0.00925839726569828,-0.00858063885318988,-0.00827210875324282,-0.00865852326177947,-0.00897568140895236,-0.00791545535660698,-0.00137134359466311,-0.00598925745702295,-0.00556657185991792,-0.00954637301818674,-0.00721126505311637,-0.0071601079241693,-0.00743967039847387,-0.00678880492782847,-0.00304305985688906,-0.0068737357355429,-0.00892787488525486,-0.00798512204900615,-0.0089639215620976,-0.00722960074645594,-0.0072666023104059,-0.00509891871003306,-0.00939483997635772,-0.007338298373973,-0.0083398342105409,-0.0114231238112583,-0.00701312862741842,-0.00658810378603915,-0.00991512689283257,0.000611957189083034,0.000684027942371192,-0.0108103296641551,-0.00659900501002151,0.00292730039228877,-0.00998271123997675,-0.000562351853218182,-0.00447047184192197,-0.00885336992671948,-0.0103813879440863,-0.00896390714607542,-0.00953960162133296,-0.00666100182549099,-0.0097453696808494,-0.00427749684466366,-0.0086076525001207,-0.00642070773243487
PC19,-0.0462694766172863,0.0173853421102862,placenta,-0.00765888412580001,-0.00149216558154239,0.00111209561653672,-0.0014112320281206,-0.000314315165122421,0.00517437953925827,0.00139083256059832,0.00692816914425695,0.0020653429074061,0.000645089677173329,-0.00297406087418396,-0.00349289980246253,0.00175010119222252,0.000976986963680477,-0.000235392786518323,0.000227099392819953,-0.00032995717224652,-0.00305266194399223,-0.00283866151791294,0.00152778838597992,-0.000828373932005359,-0.000615018878673697,-0.00239750478195181,-0.00205188240861324,-0.00182256180948985,-0.000628222249681867,-0.00173957731218467,0.00234420403322095,-0.00217193858501402,-0.00365767873592604,-0.00281063181096404,-0.00455072650389881,-0.00262754684211155,-0.000533151023501857,0.00631667482549428,-0.00123811412398517,-6.27928005429587e-05,-0.00765888412580001,-0.00141836887533597,-0.00168597353936776,-0.00273109557361734,0.00173893137655258,0.00125971544063023,-0.00282411266069677,-0.00283315315061249,-0.00247292453343428,-0.0018332942433228,-0.00263729705917921,-0.00146262585338904,0.00130472697571625,-0.00315723190997461,0.000962968458135459,-0.000320312059543825,-0.0013495736646964,-0.000322481822952368,0.000136508824519805,0.00229536492254831,0.000376225941053094,-0.00108445459824471,-0.00304541317981955,-0.00232115853248146,0.00429286932713532,-0.0034364813327028,0.000982435373472119,-0.00169304174317276,-2.63721378303777e-05,-0.00138920612864677,-0.000729674389386562,-0.00193110814464148,-0.00123558863520034,-0.00583147339455015,-0.00222301953472791,-0.00606092310616965,-0.000898139021020947
PC20,-0.0147368613615262,0.016644424078432,coronary artery,-0.00637544179009094,-0.00422663983150166,-0.00226478333956991,-0.00133035566714198,-0.00174269705887985,-0.00424344630136367,-0.00637544179009094,-0.0055535620283646,6.11479220084943e-05,-0.00155525100867526,-0.00322965815907273,-0.000234064979493081,-0.00355733430545089,-0.000660242597467802,-0.00347933302963595,-0.0014725954041823,-0.000306536482571955,-0.00311929292675556,-0.00210931182752046,-0.00234620792189734,-0.00202864752984283,-0.00523357197071028,-0.00345183309678938,-0.00168754190851191,-0.00315136130103604,-0.00181900659389507,-0.000773878878691895,-0.00268109523387409,-0.00333786071185327,-0.000669023870304712,-0.000574366061358737,-0.00201535895027512,-0.00249468092464376,0.000670173616808914,-0.00636374655544124,-0.00166527252451838,-0.00438959957397094,0.0027726076897091,-0.00460562671335074,-0.000397579116128875,-0.00174530963431963,-0.00210756966379194,-0.00123163379204576,-0.00331327436080279,-0.00299896645360014,-0.00131959944770067,-0.0026469716166516,9.14229688699362e-05,-0.0011246023039106,-0.00413443235955989,0.00116408510361331,-0.00185522387196335,-0.00072209040278062,0.00011923049796799,-0.00415870080332411,0.000224352443795514,0.00111490358892305,0.000985374438336256,0.00254179064478794,-0.00486413261594674,-0.00348470701170841,-0.0042738885078216,-0.00535210667628193,-0.00147822263214819,-0.00196168075056167,0.000772309895709252,0.00139487147937623,0.00111357521727701,0.00132739721859526,-0.00170604036019305,-0.00111553419679899,-0.00344145037061074,-0.0028052299993941,-0.00225924902985579
PC21,0.0410592816782227,0.0165217142831668,left renal cortex interstitium,0.0112607249367424,0.0052731442720321,0.00651886169749026,0.00683746508992313,0.00405331764524191,0.00497235044881054,0.0061291695448612,0.00839582952978463,0.00210969976558511,0.00582534072833002,0.00743518073353119,0.0093750433011377,0.00419461812045514,0.00586586223478837,0.00723320279675703,0.00835604443845806,0.00801388403811811,0.00790563836093818,0.00988729331072119,0.00556614067892005,0.00882561575384071,0.0053731436503187,0.00673782530617924,0.0104731302683954,0.00900039039123419,0.0112607249367424,0.0107618396065857,0.00370286652877094,0.00732268513842672,0.00850728324059207,0.00781099005891752,0.00850359340775613,0.00788713813102924,0.0080669311905248,0.00285458173227014,0.00808390353537368,0.00597972725408547,0.00251660694959902,0.00688338472907386,0.00977816192634094,0.00953901768444057,0.00711483055966143,0.00725789539632043,0.0075978522716435,0.00783699331329048,0.0101887410836407,0.00794116837312048,0.0105666600774271,0.0111999633107806,0.00777515799422045,0.00912336557663215,0.00569638316993375,0.00682356061542751,0.0109221033865931,0.00656569072038892,0.00933674587377775,0.0070223810836141,0.000993441164178064,-0.000954109827892877,0.00852918623341741,0.00760531788981994,0.00282152519349208,0.00469434189312717,0.00645088483346232,0.00552361781794456,0.00520079286589234,0.00453888764858724,0.00485675102015857,0.00442088451645545,0.00478532364506981,0.00437035977613959,0.00791303907739516,0.00851316170517291,0.00351639703434707
PC22,-0.014867057741127,0.0161573906697126,left hindlimb,0.0119300605050866,0.00585027468544855,0.00457813185478938,0.00502282318404092,0.0053451818109374,0.00899110952179884,0.00858445624957047,0.00207152363998173,0.00349919761569229,0.00695643074595897,0.00939508544728106,0.00892083594935982,0.00646835080416527,0.00582169584441519,0.00721538334419963,0.00604801199031668,0.00572474473106445,0.0087299398377667,0.0108870354887792,0.00988212785840088,0.00748870062544989,0.0088854687538094,0.0119300605050866,0.00875659619877417,0.00727935117610138,0.00859069858672828,0.009662234681395,0.0050068939883042,0.00783628296248715,0.00825886925837385,0.00850468606323389,0.0104798669111503,0.0100707178446701,0.00277381763635529,0.00497083248522327,0.0108359702302788,0.00981060735823207,0.00593194623625187,0.0112448648861151,0.00788121978911474,0.0104230416509755,0.00627901868510529,0.00405051068660134,0.00899867271029141,0.0110137934981178,0.00952083890260421,0.00865941230773584,0.00920226304196174,0.0103037959141692,0.00693899169298456,0.0113881398460552,0.0092570659434639,0.00881622316616097,0.00782034121750498,0.00645392739095243,0.00617317156508065,0.0055672664512487,0.00670959643568055,0.00167054149154728,0.00836273991469443,0.00945355015989075,0.00341170539243461,0.00811089490945406,0.00558756114268321,0.00909662757574048,0.00665194887929868,0.00743283902904989,0.00606095840773785,0.00482099204706538,0.00544686445433632,0.00692501782171553,0.00913770308872687,0.00869765767139706,0.00632053546979884
PC23,0.0646372642235611,0.0158486469892634,lung,0.00530350825983931,0.000465655360482148,-1.53441779816222e-05,-0.00176565593970292,-0.00331674787910032,0.000179295903362854,-0.00130900011268364,-0.00306779369060585,0.000971453886398861,-0.000421569223541046,0.000409681455758188,0.00204538998950822,0.00206707315123129,0.00120298894492466,0.0026117423860422,1.38991202292117e-05,0.000552606697649722,0.00101502336838384,0.00166277626682483,-0.000159929329796349,2.09856819173498e-05,-0.000317085899505757,0.000650731239412145,0.000793116531470349,0.00520965870048776,0.00171273016078866,0.00377912609065879,-0.00057280977656086,0.00530350825983931,0.000966414621247762,0.00134812354986904,0.000688674221635169,0.00103166916672295,-0.00338947498340463,0.0010990960578814,0.00124684003525543,0.000146675496624022,-0.00039948325741227,0.00165105894078372,0.000852410891273596,0.00188421084475193,0.00122013118833461,0.00287864623349821,-0.000671293812996877,0.000524815423399649,0.00111789601328556,0.00473735069291231,0.000587907350788846,0.000614008573445256,0.00128527935227149,0.00302954371449077,-0.00201289422930693,0.00149164966451392,0.00298134129991056,0.00215403853516567,0.00239773958547843,-0.000729893639349681,-0.00113055151554212,0.000640365516178764,0.00160552646785426,-0.000199630973765747,-0.000385934025699116,2.15229224721737e-05,-0.000352353970349364,-0.002553155062216,-0.00243350886473909,-0.00347531715699206,-0.00281055010112562,-0.00393951683054794,5.03060780399057e-05,0.000838484077086854,0.00216320062271352,0.00263285058636113,-0.00212284562476964
PC24,0.0788951049757881,0.015839630666021,upper lobe of left lung,-0.00690633269181043,-0.000330099952266647,0.00159090457277234,-0.00322257519943657,0.00054662613301963,-0.00173914369231387,-0.00100197052165884,0.000886789472347537,0.000676424827324017,-0.00208055750506713,-0.000762647702886492,-0.000623482012251837,-0.000249958445515959,-0.000696927356316819,0.00106578157055864,0.00332980691100755,0.00525567984196389,0.000668437363133698,0.0003951915446541,0.000483916018854064,0.00499660371525567,-0.00325653735185881,-0.00217528550969393,4.74621236914046e-05,-0.001349612456206,-0.00148205342273515,0.000597146258683294,0.0025694649139417,-0.00203893937248608,0.000544164231518183,0.00089234792896654,0.0014136483767597,0.00208013883198331,0.00347311298691629,-0.000270415549233215,0.00095492420096668,0.00174720371507495,0.00224076100287856,0.00221875839216492,0.000587734124978421,-0.000188165998003048,-0.00346737050794192,-0.00549516846329615,-0.00152626959312383,-0.00102682256769507,-0.000357064963956581,-0.00343763747328892,0.00175271539660707,0.000173491268038209,-0.00105643860952005,-0.00185690417902849,0.0017859042192343,-0.0003365613911556,-0.00125294200662519,7.6852643793863e-05,-0.00090082149456318,-0.00258931749996949,-0.00576084317975602,-0.00432921099927225,-0.000919863030470747,-0.00030529606489692,-0.00690633269181043,-0.000675773896618019,-0.00253587020786222,-0.000920166994990645,-0.00208200796551853,-0.00255518575348712,-0.00155946761822157,-0.00172151031957928,-0.00115345586984693,0.00211692810430864,0.0003477914317122,-0.00129187674004297,-0.00123768268487609
PC25,0.0367046356289161,0.0155540613485999,muscle of back,0.0114158684175043,0.00886640163438848,0.00796660650231051,0.00727947750855589,0.00355529871998727,0.00683887074513661,0.0106485811653981,0.00726150477704231,0.00838383298396213,0.0023585855691495,0.00805205643607252,0.0102705171611915,0.00586758561309464,0.00764307127065255,0.00684025357621484,0.00855356877776256,0.00958757230828129,0.00927701827600974,0.00621536993969142,0.00799299274471548,0.00849467161126492,0.0100814908853631,0.00733596849961908,0.00403708962849715,0.00922814080911684,0.00509737792917533,0.00436260716382177,0.00752384668465604,0.00893232333069521,0.0110927508457911,0.0114158684175043,0.00982746937281162,0.0099727696263134,0.00861799602117676,0.0073217869251476,0.00714783848233441,0.00496483915349872,0.00640976782849888,0.00798523085093095,0.00515954148931777,0.00629064082623617,0.00281039890149079,0.00459490726362938,0.00803940560220578,0.00713054009025285,0.00629658935677859,0.00775517017908307,0.00494210428169945,0.0052759538049687,0.00879684247763679,0.00453561811651345,0.00775168232674209,0.00883838637294916,0.00435770801858555,0.00834627866886314,0.00633635687256492,0.00760950188857269,0.00534693658740031,0.00640006020341646,0.00623580431230488,0.010918939286341,0.00831030213562472,0.00862847238492066,0.0054637805065758,0.0088113849036342,0.00734386149686963,0.00669661558749526,0.0080228713138226,0.00936588181783974,0.0100165899206162,0.00545420180189373,0.00713931606538194,0.00579162706651167,0.00764513763162151
PC26,0.0122163799129798,0.0151708149146099,stomach,-0.00819037202813866,-0.00500267926169998,-0.00701560158269207,-0.00535384868823555,-0.00166114594749892,-0.00294676499532897,-0.00495981597949864,0.00216997927451866,-0.00513290325269572,-0.00615823695972523,-0.00329578759458548,-0.00429591136737665,-0.00363265070949394,-0.00534413983906379,-0.00376540736190121,-0.00338249004999223,-0.000366609907967287,-0.00401074204372776,-0.0056999222442316,-0.00640076128909241,-0.00383199628768189,-0.00389934625759256,-0.00331331927070631,-0.00601230615900952,-0.00435748184421063,-0.00663603966288473,-0.00612081581026305,-0.00391349130361337,-0.00343309191843932,-0.00417109871937987,-0.00546300937260274,-0.00549780262341265,-0.00386107290551576,-0.00388841062903637,-0.00685710587506023,-0.00441892422345795,-0.00695259613579843,-0.00402108036668674,-0.00740769762901421,-0.0059209948997058,-0.00587924527311794,-0.0059316867853763,-0.00591006292460399,-0.00396169059231749,-0.0023708616845915,-0.00691553636908353,-0.0047719281851172,-0.00704471723404784,-0.00646425484515825,-0.00325690187040792,-0.00560555489857941,-0.00651404850219861,-0.0062007822765446,-0.00727008599311255,-0.00819037202813866,-0.0056895295094761,-0.00596500583479492,-0.000783200647262622,-0.00671135218012184,-0.00457154247134487,-0.00639718992515613,-0.00218367284176183,-0.00664978402404266,-0.00471124521798996,-0.00646616810908508,-0.00408843330246895,-0.00503178085249992,-0.00327406745711683,-0.00425221387922688,-0.0051439609885937,-0.0045164164324037,-0.00675522332203597,-0.00743372762911295,-0.00349522475574593
PC27,0.00582675622765914,0.0150916492962166,"common myeloid progenitor, CD34-positive",0.00592472430181356,0.0022195350201229,0.00184204526797392,-0.00551419203488521,0.000495956216572515,0.00530084002707113,0.0013597480255645,0.0015812550931702,0.00111198611682287,-0.00209696027966915,-0.000200700700799083,-0.00104654354248339,0.00273285662188946,0.000559575498843484,-0.000797132394475732,-0.00203469180955912,-0.00260458405531766,0.00158959297774016,0.000768584091404806,0.001113117245643,-0.00192364941551665,-0.000200421218083241,-0.000568826164617171,0.000677302153087884,-0.000804120346740604,-0.000913073266525264,8.54560150388528e-05,-0.00232251594253592,-0.00185549870340872,-0.00016311457879323,-0.000266060078412668,-0.000695101905256347,0.00109764151752311,0.000611283868780078,-0.000208542686796454,0.00190013312451549,0.00241162688502802,0.000163301072215663,0.00371987681784762,0.000120888251431819,0.000276628794596286,-0.000778671606609039,0.00291827077483801,-3.96413845545635e-06,-0.000247527206111091,0.000873255558742456,-0.00167014954038451,7.35691881286835e-06,5.32710287837746e-05,0.000659221030167426,-0.00309777316945852,-6.23143336406384e-05,-0.0015473604243618,-0.000885604881895637,0.000706238304737941,0.00148816739724745,0.00140497332373743,-0.000800575948077923,-0.00265504373494072,0.00109995483229793,0.00138165163143819,-0.00210186925901324,-0.00120320432120388,0.000148905273809233,0.00347046614363079,0.000645128221078424,0.00337295536707824,0.00284830392627927,0.00215209147855642,0.00592472430181356,0.00152337946676741,0.000195076643310765,0.000253791845176604,0.00304199406122524
PC28,0.0942575080774181,0.0150018965889528,hindlimb muscle,0.00803398781450799,0.00639421778181869,0.00757783261141043,0.00114737751025217,0.00498466155196002,0.00432689455209196,0.00287682552878027,0.00367909233456909,-0.000471773685471514,0.0059012164041464,0.00591071518331024,0.00357849887105566,0.003470349056544,0.00520003574452998,0.00611822366427068,0.00664192256409291,0.00752528900888302,0.00803398781450799,0.00370320662035074,0.00442973037443966,0.00609711727023855,0.00339093355208351,0.00470042525312831,0.00460999785518703,0.00499172375039168,0.00303513362845329,0.00334173046321094,0.00608990202263976,0.00560585231545796,0.00398528506645909,0.00468165335748709,0.00489775452686094,0.00636759044879123,0.0047625136776782,9.66845526344346e-05,0.00704481576671763,0.00399920701949777,0.000823560503677588,0.00669018368740253,0.00459237791983177,0.00507122103785688,0.00541878031074437,0.00175852039422264,0.00300508063931805,0.005471900136076,0.00376241510881557,0.00459954637217281,0.00505177196585178,0.00427893796413598,0.00427485874982364,0.00484333485351781,0.00501486312221698,0.00706167722887927,0.0047342871448649,0.00400069552943944,0.00487885280811271,0.00605272469375857,3.87320856418181e-05,0.00284695764014927,0.00663092995911737,0.00605220569707942,0.00163346639787762,0.00660361288369017,0.00273872605430639,0.00370153867555932,0.00556743678943027,0.00566430671895295,0.00599156708993485,0.00539859636457502,0.00721811609386476,0.00264125308587651,0.00144501499998941,0.00154491892115243,0.00717320743084902
